,review,city,country,hotel,originalRating,address,latitude,longitude,created_at,Word,sentimentRating
75, Spacious room and big tub Spacious room and big tub Spacious room and big tub,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-09 16:31:47,spa room ,4.333333333333333
76, Lovely stay Lovely stay Lovely stay,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-01-08 11:35:06,,4.666666666666667
77,Amazing staycation,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-03 10:40:37,,5.0
78, Service is impeccable at all contact points Service is impeccable at all contact points,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-23 22:44:10,service ,5.0
79, We tried the breakfast and buffet dinner,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-12 22:57:47,,5.0
80, Exquisite Exquisite Exquisite Exquisite Exquisite Exquisite,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-11 19:07:50,,3.5
81," If the pool had some kind of shading to prevent the afternoon sun from hitting you on the head when you swim, this hotel would merit 10 stars!!! As it is, I have no qualms about giving it a full five star If the pool had some kind of shading to prevent the afternoon sun from hitting you on the head when you swim, this hotel would merit 10 stars!!! As it is, I have no qualms about giving it a full five star If the pool had some kind of shading to prevent the afternoon sun from hitting you on the head when you swim, this hotel would merit 10 stars!!! As it is, I have no qualms about giving it a full five star If the pool had some kind of shading to prevent the afternoon sun from hitting you on the head when you swim, this hotel would merit 10 stars!!! As it is, I have no qualms about giving it a full five star If the pool had some kind of shading to prevent the afternoon sun from hitting you on the head when you swim, this hotel would merit 10 stars!!! As it is, I have no qualms about giving it a full five star",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-31 10:28:39,,2.2
82, Looking forward to coming back Looking forward to coming back Looking forward to coming back Looking forward to coming back,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-27 08:28:34,,4.0
83,    ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-01 16:50:28,,4.0
84,Great experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotelGreat experience at the Fullerton hotel,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-28 23:18:36,,4.0
85, Staff were friendly! ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-15 14:34:33,,5.0
86,"-Room facing to lobby is quite stuffy and humid as no sunlight coming into the room
-Ideal for business traveler, as a family guest not so welcomed
-Concierge was not helpful, but doorman was sweet-Room facing to lobby is quite stuffy and humid as no sunlight coming into the room
-Ideal for business traveler, as a family guest not so welcomed
-Concierge was not helpful, but doorman was sweet-Room facing to lobby is quite stuffy and humid as no sunlight coming into the room
-Ideal for business traveler, as a family guest not so welcomed
-Concierge was not helpful, but doorman was sweet-Room facing to lobby is quite stuffy and humid as no sunlight coming into the room
-Ideal for business traveler, as a family guest not so welcomed
-Concierge was not helpful, but doorman was sweet",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-24 16:26:32, business room ,4.25
87,"
-limited choice for the in room dining (and the food tastes so so)",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-21 16:40:35,food room ,5.0
88,"love their service, had a long waiting time to check in, the service crew was friendly and nice to offer us a seat and drinks while we waited for our turnlove their service, had a long waiting time to check in, the service crew was friendly and nice to offer us a seat and drinks while we waited for our turnlove their service, had a long waiting time to check in, the service crew was friendly and nice to offer us a seat and drinks while we waited for our turnlove their service, had a long waiting time to check in, the service crew was friendly and nice to offer us a seat and drinks while we waited for our turn",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-20 10:23:07,service ,4.75
89,Booked with a good deal of 200$ credits stay,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-22 00:18:48,,5.0
90,"

Fuss free check in and checkout

Fuss free check in and checkout

Fuss free check in and checkout

Fuss free check in and checkout",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-04-17 17:45:57,,3.75
91,"
I really love how spacious the room is, especially the heated toilet seat is the best 😍😍
Location wise is really convenient as well, 5 mins walks from tanjong pagar MRT
I really love how spacious the room is, especially the heated toilet seat is the best 😍😍
Location wise is really convenient as well, 5 mins walks from tanjong pagar MRT
I really love how spacious the room is, especially the heated toilet seat is the best 😍😍
Location wise is really convenient as well, 5 mins walks from tanjong pagar MRT
I really love how spacious the room is, especially the heated toilet seat is the best 😍😍
Location wise is really convenient as well, 5 mins walks from tanjong pagar MRT
I really love how spacious the room is, especially the heated toilet seat is the best 😍😍
Location wise is really convenient as well, 5 mins walks from tanjong pagar MRT",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),1.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-28 21:37:33,location spa room ,3.4
92,"

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; 

A must to try their laksa for breakfast!
One of the best hotel breakfast I have tried so far (; ",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-19 01:16:09,,3.857142857142857
93,Service was good and room was spaciousService was good and room was spaciousService was good and room was spaciousService was good and room was spaciousService was good and room was spaciousService was good and room was spacious,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-15 15:06:31,service spa room ,4.5
94, Did not have to call for most of the services instead they were provided before we even asked for them Did not have to call for most of the services instead they were provided before we even asked for them Did not have to call for most of the services instead they were provided before we even asked for them,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-15 21:12:42,service ,3.3333333333333335
95, Jade was not fantastic and duck was really little Jade was not fantastic and duck was really little,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-09 11:47:57,,3.5
96,    ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-05-17 23:50:16,,4.75
97,Spacious for heritage roomSpacious for heritage roomSpacious for heritage roomSpacious for heritage roomSpacious for heritage roomSpacious for heritage roomSpacious for heritage roomSpacious for heritage room,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-05 18:26:56,spa room ,3.25
98, Quiet room facing inside of the hotel Quiet room facing inside of the hotel Quiet room facing inside of the hotel,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-28 13:57:26,quiet room ,4.666666666666667
99, There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits There is a garden at level one where they grow veggies and fruits,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),3.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-05-11 23:47:12,,2.6153846153846154
100,Overall a pleasant 5 stars experience with fullertonOverall a pleasant 5 stars experience with fullertonOverall a pleasant 5 stars experience with fullertonOverall a pleasant 5 stars experience with fullertonOverall a pleasant 5 stars experience with fullerton,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-11 23:06:20,,3.4
101, Celebrated our anniversary there and the complimentary cake was delicious,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-01 16:45:29,,5.0
102, Came with a $200 credit which was great! Came with a $200 credit which was great! Came with a $200 credit which was great! Came with a $200 credit which was great! Came with a $200 credit which was great!,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-29 12:00:39,,3.8
103,Just want to thank you for all staffs with your excellent servicesJust want to thank you for all staffs with your excellent servicesJust want to thank you for all staffs with your excellent services,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-27 13:16:07,service ,3.3333333333333335
104, Room is so beautiful & well-maintained Room is so beautiful & well-maintained Room is so beautiful & well-maintained,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-31 00:48:45,room ,4.666666666666667
105, Location is super great a and easy access to everywhere Location is super great a and easy access to everywhere Location is super great a and easy access to everywhere Location is super great a and easy access to everywhere Location is super great a and easy access to everywhere Location is super great a and easy access to everywhere,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-25 05:15:38,location ,4.166666666666667
106, Food & Breakfast is so delicious too Food & Breakfast is so delicious too Food & Breakfast is so delicious too,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-17 17:45:40,food ,4.333333333333333
107, The most important is the services of all staff is very helpful The most important is the services of all staff is very helpful,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-25 15:55:10,service ,5.0
108, I will come back to stay with you again when I visit Singapore for my next trip,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-30 10:52:03,,5.0
109,This is the best Staycation everThis is the best Staycation everThis is the best Staycation ever,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-04-24 18:29:31,,3.6666666666666665
110," The room was cozy, comfortable and perfect The room was cozy, comfortable and perfect The room was cozy, comfortable and perfect The room was cozy, comfortable and perfect The room was cozy, comfortable and perfect The room was cozy, comfortable and perfect",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-18 12:44:25,comfort room ,3.8333333333333335
111, Thanks for the Birthday surprised for my friend Thanks for the Birthday surprised for my friend Thanks for the Birthday surprised for my friend,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-21 15:57:37,,3.3333333333333335
112, Really appreciate that,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-15 11:02:57,,5.0
113, The room given was facing MBS,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-24 14:57:13,room ,5.0
114, The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good The view was amazing! Everything about the hotel is just Excellent and Perfect! The ambience is superb and the unique floral smell the moment you enter the hotel makes you feel good,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-14 23:43:20,,3.3333333333333335
115," The staffs were friendly, helpful, courteous and attentive The staffs were friendly, helpful, courteous and attentive The staffs were friendly, helpful, courteous and attentive",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-09 18:30:13,,5.0
116, They are so professional with excellent customer service They are so professional with excellent customer service,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-20 20:27:17,service ,5.0
117, Thank you for the wonderful times Thank you for the wonderful times Thank you for the wonderful times Thank you for the wonderful times,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-05 14:39:52,,3.5
118, And thank you to all the staffs that had provide an excellent customer service and help when I was there And thank you to all the staffs that had provide an excellent customer service and help when I was there And thank you to all the staffs that had provide an excellent customer service and help when I was there And thank you to all the staffs that had provide an excellent customer service and help when I was there And thank you to all the staffs that had provide an excellent customer service and help when I was there,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-26 12:16:14,service ,4.0
119, Excellent! Excellent! Excellent!,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-12 16:10:21,,5.0
120,"Not bad stay, it will be better if the pillows are hardNot bad stay, it will be better if the pillows are hardNot bad stay, it will be better if the pillows are hard",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-08-29 15:17:57,,4.333333333333333
121, We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking We have requested for hard pillows during booking,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-01-16 16:13:00,,3.5
122," No chamomile tea as well, have requested for it and was told that they do not have stock for it No chamomile tea as well, have requested for it and was told that they do not have stock for it No chamomile tea as well, have requested for it and was told that they do not have stock for it",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-30 17:50:34,,4.666666666666667
123," Can’t complain much as used SDV for it, but the stay is still nice Can’t complain much as used SDV for it, but the stay is still nice Can’t complain much as used SDV for it, but the stay is still nice Can’t complain much as used SDV for it, but the stay is still nice",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-13 18:19:51,,4.0
124,Super awesome stay with my family,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-01-20 15:45:34,,5.0
125,  Location is really good and so many amenities nearby  Location is really good and so many amenities nearby,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-08 16:03:42,location ,4.5
126,  We enjoyed it so much,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-11 16:18:48,,5.0
127,     ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),3.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-20 17:02:18,,3.2
128,We got free upgrade and manage to check in early ard 11am and book the pool at 12pmWe got free upgrade and manage to check in early ard 11am and book the pool at 12pmWe got free upgrade and manage to check in early ard 11am and book the pool at 12pmWe got free upgrade and manage to check in early ard 11am and book the pool at 12pmWe got free upgrade and manage to check in early ard 11am and book the pool at 12pm,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-26 13:59:07,,5.0
129, Room is spacious Room is spacious Room is spacious Room is spacious Room is spacious,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-18 19:37:02,spa room ,5.0
130, We enjoyed out stay there We enjoyed out stay there We enjoyed out stay there,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-16 16:15:06,,2.6666666666666665
131, Down side was we park out vehicle at carpark and realise that only escalator all the way from carpark to the hotel,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-11 16:26:53,,5.0
132, We are pushing 2 luggage and a stroller We are pushing 2 luggage and a stroller We are pushing 2 luggage and a stroller,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-15 07:12:55,,3.6666666666666665
133, A bit inconvenience A bit inconvenience,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-07 19:38:48,,4.5
134, Kids entitled  to free ice cream and activity books Kids entitled  to free ice cream and activity books,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-01-27 03:06:27,,5.0
135,Had dining credits when I booked the room,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-11 15:46:57,room ,5.0
136, Used them at Jade and Town restaurant Used them at Jade and Town restaurant Used them at Jade and Town restaurant Used them at Jade and Town restaurant,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-26 11:41:52,,4.5
137," Food at Jade was ok, I ate only Dim Sum Food at Jade was ok, I ate only Dim Sum Food at Jade was ok, I ate only Dim Sum",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-24 07:39:42,food ,5.0
138, Food at Town was miserable Food at Town was miserable Food at Town was miserable Food at Town was miserable,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-04 19:00:03,food ,4.25
139, Satay was pathetic and paid $24++ for 6 small skinny sticks Satay was pathetic and paid $24++ for 6 small skinny sticks,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-21 20:41:58,,4.5
140, Ate an express lunch at Town and fish was not fully cooked Ate an express lunch at Town and fish was not fully cooked Ate an express lunch at Town and fish was not fully cooked,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-06 05:36:30,,4.333333333333333
141, Staff was fast to do service recovery Staff was fast to do service recovery Staff was fast to do service recovery Staff was fast to do service recovery Staff was fast to do service recovery Staff was fast to do service recovery Staff was fast to do service recovery,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),3.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-11 23:39:20,service ,3.0
142," Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual Overall room was good, no complaints as usual",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-11 12:09:55,room ,4.1
143,The overall experience was fantasticThe overall experience was fantasticThe overall experience was fantasticThe overall experience was fantastic,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-01 20:43:58,,4.25
144, The service is good and accommodating The service is good and accommodating,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-19 14:01:09,service ,4.5
145,   ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-30 16:07:58,,3.3333333333333335
146,Service was amazing but rooms are a little disappointingService was amazing but rooms are a little disappointingService was amazing but rooms are a little disappointing,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-12 10:57:07,service room ,4.0
147, Very different from photos you see on their site Very different from photos you see on their site Very different from photos you see on their site,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-04 12:01:30,,4.333333333333333
148, ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-22 14:48:51,,5.0
149,"Good location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good serviceGood location, good service",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-18 19:06:00,location service ,3.4
150," Early check in at 12:30pm, late check out at 2pm Early check in at 12:30pm, late check out at 2pm Early check in at 12:30pm, late check out at 2pm",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-21 23:16:09,,4.333333333333333
151, Will definitely come back again Will definitely come back again Will definitely come back again Will definitely come back again Will definitely come back again,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-06 17:30:15,,4.0
152,"It was a pleasant stay at the hotel, love the ambience",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-17 13:42:09,,5.0
153, The staffs are nice and friendly The staffs are nice and friendly,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-19 13:47:51,,5.0
154, The rainy weather makes everything a little bit more cozy The rainy weather makes everything a little bit more cozy The rainy weather makes everything a little bit more cozy The rainy weather makes everything a little bit more cozy,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-18 14:44:11,,4.75
155, Comfortable bed but the pillow was abit too soft and flat Comfortable bed but the pillow was abit too soft and flat Comfortable bed but the pillow was abit too soft and flat Comfortable bed but the pillow was abit too soft and flat Comfortable bed but the pillow was abit too soft and flat Comfortable bed but the pillow was abit too soft and flat,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-18 22:09:31,comfort ,4.166666666666667
156, & the room was kinda small for my liking,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-08-10 22:11:02,room ,5.0
157, Nice swimming pool with the river view Nice swimming pool with the river view Nice swimming pool with the river view Nice swimming pool with the river view Nice swimming pool with the river view,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-14 15:59:11,,3.8
158,"Feels very noble, the staffs were really friendly and the cleanliness and services were very good as wellFeels very noble, the staffs were really friendly and the cleanliness and services were very good as wellFeels very noble, the staffs were really friendly and the cleanliness and services were very good as wellFeels very noble, the staffs were really friendly and the cleanliness and services were very good as wellFeels very noble, the staffs were really friendly and the cleanliness and services were very good as well",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-15 23:38:18,service cleanliness ,3.6
159,🌻 It was my FIRST staycation at ‘The FULLERTON HOTEL’ 🏛 with my family🌻 It was my FIRST staycation at ‘The FULLERTON HOTEL’ 🏛 with my family🌻 It was my FIRST staycation at ‘The FULLERTON HOTEL’ 🏛 with my family🌻 It was my FIRST staycation at ‘The FULLERTON HOTEL’ 🏛 with my family🌻 It was my FIRST staycation at ‘The FULLERTON HOTEL’ 🏛 with my family,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-18 12:44:28,,4.4
